Question ID;User Name;User Email;Submitted Date/Time;Student Answer
16;Student24;dish_washer@abc.se;Feb 17, 2020 11:13:57;D
16;Student25;handsoap@abc.se;Feb 17, 2020 11:13:37;D
16;Student26;sink@abc.se;Feb 17, 2020 11:13:23;D
16;Student27;tap@abc.se;Feb 17, 2020 11:13:06;D
13;Student1;table@abc.se;Feb 17, 2020 10:54:50;B
13;Student2;chair@abc.se;Feb 17, 2020 10:53:18;B
13;Student3;spoon@abc.se;Feb 17, 2020 10:54:32;B
13;Student4;plate@abc.se;Feb 17, 2020 10:54:02;B
13;Student5;fork@abc.se;Feb 17, 2020 10:53:49;A
13;Student6;knife@abc.se;Feb 17, 2020 10:53:47;B
13;Student7;saucer@abc.se;Feb 17, 2020 10:53:34;B
13;Student8;glass@abc.se;Feb 17, 2020 10:54:16;B
13;Student9;chopsticks@abc.se;Feb 17, 2020 10:53:36;B
13;Student10;cutlery@abc.se;Feb 17, 2020 10:53:50;B
13;Student11;tablemat@abc.se;Feb 17, 2020 10:53:21;B
13;Student12;candle@abc.se;Feb 17, 2020 10:54:54;B
13;Student13;candle_holder@abc.se;Feb 17, 2020 10:54:03;B
13;Student14;kettle@abc.se;Feb 17, 2020 10:53:31;B
13;Student15;jar@abc.se;Feb 17, 2020 10:54:23;B
13;Student16;jug@abc.se;Feb 17, 2020 10:54:02;B
13;Student17;wipe@abc.se;Feb 17, 2020 10:54:04;B
13;Student18;flower@abc.se;Feb 17, 2020 10:54:13;B
13;Student19;pan@abc.se;Feb 17, 2020 10:54:37;B
13;Student20;lid@abc.se;Feb 17, 2020 10:54:40;B
13;Student21;brush@abc.se;Feb 17, 2020 10:53:45;B
13;Student22;soap@abc.se;Feb 17, 2020 10:54:24;B
13;Student23;dishes@abc.se;Feb 17, 2020 10:54:00;A
13;Student24;dish_washer@abc.se;Feb 17, 2020 10:53:48;B
13;Student25;handsoap@abc.se;Feb 17, 2020 10:54:46;B
13;Student26;sink@abc.se;Feb 17, 2020 10:54:12;B
13;Student27;tap@abc.se;Feb 17, 2020 10:53:38;B
4;Student1;table@abc.se;Feb 17, 2020 10:22:41;C
4;Student2;chair@abc.se;Feb 17, 2020 10:23:22;C
4;Student3;spoon@abc.se;Feb 17, 2020 10:23:51;B
4;Student4;plate@abc.se;Feb 17, 2020 10:23:14;B
4;Student5;fork@abc.se;Feb 17, 2020 10:23:16;C
4;Student6;knife@abc.se;Feb 17, 2020 10:23:04;C
4;Student7;saucer@abc.se;Feb 17, 2020 10:22:49;C
4;Student8;glass@abc.se;Feb 17, 2020 10:23:12;C
4;Student9;chopsticks@abc.se;Feb 17, 2020 10:22:47;C
4;Student10;cutlery@abc.se;Feb 17, 2020 10:22:44;C
4;Student11;tablemat@abc.se;Feb 17, 2020 10:23:24;C
4;Student12;candle@abc.se;Feb 17, 2020 10:22:54;C
4;Student13;candle_holder@abc.se;Feb 17, 2020 10:22:54;C
4;Student14;kettle@abc.se;Feb 17, 2020 10:23:13;C
4;Student15;jar@abc.se;Feb 17, 2020 10:23:13;C
4;Student16;jug@abc.se;Feb 17, 2020 10:22:36;C
4;Student17;wipe@abc.se;Feb 17, 2020 10:23:43;C
4;Student18;flower@abc.se;Feb 17, 2020 10:22:43;C
4;Student19;pan@abc.se;Feb 17, 2020 10:23:09;C
4;Student20;lid@abc.se;Feb 17, 2020 10:23:12;C
4;Student21;brush@abc.se;Feb 17, 2020 10:23:13;C
4;Student22;soap@abc.se;Feb 17, 2020 10:23:39;B
4;Student23;dishes@abc.se;Feb 17, 2020 10:23:51;B
4;Student24;dish_washer@abc.se;Feb 17, 2020 10:23:11;C
4;Student25;handsoap@abc.se;Feb 17, 2020 10:23:14;C
4;Student26;sink@abc.se;Feb 17, 2020 10:22:58;C
4;Student27;tap@abc.se;Feb 17, 2020 10:23:12;C
8;Student1;table@abc.se;Feb 17, 2020 10:34:30;C
8;Student2;chair@abc.se;Feb 17, 2020 10:35:40;B
8;Student3;spoon@abc.se;Feb 17, 2020 10:35:10;C
8;Student4;plate@abc.se;Feb 17, 2020 10:34:27;D
8;Student5;fork@abc.se;Feb 17, 2020 10:34:26;C
8;Student6;knife@abc.se;Feb 17, 2020 10:35:15;D
8;Student7;saucer@abc.se;Feb 17, 2020 10:34:27;D
8;Student8;glass@abc.se;Feb 17, 2020 10:34:23;D
8;Student9;chopsticks@abc.se;Feb 17, 2020 10:34:21;D
8;Student10;cutlery@abc.se;Feb 17, 2020 10:34:38;C
8;Student11;tablemat@abc.se;Feb 17, 2020 10:35:33;C
8;Student12;candle@abc.se;Feb 17, 2020 10:34:15;C
8;Student13;candle_holder@abc.se;Feb 17, 2020 10:34:58;D
8;Student14;kettle@abc.se;Feb 17, 2020 10:34:09;C
8;Student15;jar@abc.se;Feb 17, 2020 10:35:12;D
8;Student16;jug@abc.se;Feb 17, 2020 10:34:29;D
8;Student17;wipe@abc.se;Feb 17, 2020 10:35:28;B
8;Student18;flower@abc.se;Feb 17, 2020 10:34:44;C
8;Student19;pan@abc.se;Feb 17, 2020 10:35:20;B
8;Student20;lid@abc.se;Feb 17, 2020 10:34:31;D
8;Student21;brush@abc.se;Feb 17, 2020 10:34:53;C
8;Student22;soap@abc.se;Feb 17, 2020 10:35:27;A
8;Student23;dishes@abc.se;Feb 17, 2020 10:35:39;E
8;Student24;dish_washer@abc.se;Feb 17, 2020 10:35:15;C
8;Student25;handsoap@abc.se;Feb 17, 2020 10:35:12;D
8;Student26;sink@abc.se;Feb 17, 2020 10:34:42;D
8;Student27;tap@abc.se;Feb 17, 2020 10:35:10;D
12;Student1;table@abc.se;Feb 17, 2020 10:49:02;C
12;Student2;chair@abc.se;Feb 17, 2020 10:50:23;D
12;Student3;spoon@abc.se;Feb 17, 2020 10:49:22;D
12;Student4;plate@abc.se;Feb 17, 2020 10:48:29;D
12;Student5;fork@abc.se;Feb 17, 2020 10:49:23;C
12;Student6;knife@abc.se;Feb 17, 2020 10:49:15;D
12;Student7;saucer@abc.se;Feb 17, 2020 10:49:49;E
12;Student8;glass@abc.se;Feb 17, 2020 10:49:56;A
12;Student9;chopsticks@abc.se;Feb 17, 2020 10:49:05;E
12;Student10;cutlery@abc.se;Feb 17, 2020 10:49:34;D
12;Student11;tablemat@abc.se;Feb 17, 2020 10:50:05;D
12;Student12;candle@abc.se;Feb 17, 2020 10:49:13;D
12;Student13;candle_holder@abc.se;Feb 17, 2020 10:49:29;D
12;Student14;kettle@abc.se;Feb 17, 2020 10:48:21;D
12;Student15;jar@abc.se;Feb 17, 2020 10:49:38;D
12;Student16;jug@abc.se;Feb 17, 2020 10:48:27;D
12;Student17;wipe@abc.se;Feb 17, 2020 10:48:29;A
12;Student18;flower@abc.se;Feb 17, 2020 10:50:03;D
12;Student19;pan@abc.se;Feb 17, 2020 10:50:03;C
12;Student20;lid@abc.se;Feb 17, 2020 10:49:09;D
12;Student21;brush@abc.se;Feb 17, 2020 10:49:58;D
12;Student22;soap@abc.se;Feb 17, 2020 10:49:11;D
12;Student24;dish_washer@abc.se;Feb 17, 2020 10:48:22;D
12;Student25;handsoap@abc.se;Feb 17, 2020 10:49:56;D
12;Student26;sink@abc.se;Feb 17, 2020 10:48:27;A
12;Student27;tap@abc.se;Feb 17, 2020 10:50:03;A
15;Student1;table@abc.se;Feb 17, 2020 11:07:10;B
15;Student2;chair@abc.se;Feb 17, 2020 11:07:52;C
15;Student3;spoon@abc.se;Feb 17, 2020 11:06:25;B
15;Student4;plate@abc.se;Feb 17, 2020 11:06:09;B
15;Student5;fork@abc.se;Feb 17, 2020 11:05:43;C
15;Student6;knife@abc.se;Feb 17, 2020 11:07:28;C
15;Student7;saucer@abc.se;Feb 17, 2020 11:05:56;B
15;Student8;glass@abc.se;Feb 17, 2020 11:07:31;B
15;Student9;chopsticks@abc.se;Feb 17, 2020 11:07:41;B
15;Student10;cutlery@abc.se;Feb 17, 2020 11:06:30;C
15;Student11;tablemat@abc.se;Feb 17, 2020 11:07:54;C
15;Student12;candle@abc.se;Feb 17, 2020 11:07:44;B
15;Student13;candle_holder@abc.se;Feb 17, 2020 11:08:48;D
15;Student14;kettle@abc.se;Feb 17, 2020 11:06:06;B
15;Student15;jar@abc.se;Feb 17, 2020 11:06:42;B
15;Student16;jug@abc.se;Feb 17, 2020 11:05:58;B
15;Student17;wipe@abc.se;Feb 17, 2020 11:07:04;B
15;Student18;flower@abc.se;Feb 17, 2020 11:06:51;C
15;Student19;pan@abc.se;Feb 17, 2020 11:06:45;B
15;Student20;lid@abc.se;Feb 17, 2020 11:05:55;B
15;Student21;brush@abc.se;Feb 17, 2020 11:06:39;B
15;Student22;soap@abc.se;Feb 17, 2020 11:06:54;B
15;Student23;dishes@abc.se;Feb 17, 2020 11:07:48;C
15;Student24;dish_washer@abc.se;Feb 17, 2020 11:06:38;B
15;Student25;handsoap@abc.se;Feb 17, 2020 11:06:14;B
15;Student26;sink@abc.se;Feb 17, 2020 11:06:19;B
15;Student27;tap@abc.se;Feb 17, 2020 11:09:53;D
5;Student1;table@abc.se;Feb 17, 2020 10:26:16;B
5;Student2;chair@abc.se;Feb 17, 2020 10:26:14;B
5;Student3;spoon@abc.se;Feb 17, 2020 10:25:19;B
5;Student4;plate@abc.se;Feb 17, 2020 10:25:46;B
5;Student5;fork@abc.se;Feb 17, 2020 10:25:12;A
5;Student6;knife@abc.se;Feb 17, 2020 10:25:55;B
5;Student7;saucer@abc.se;Feb 17, 2020 10:25:14;B
5;Student8;glass@abc.se;Feb 17, 2020 10:25:23;B
5;Student9;chopsticks@abc.se;Feb 17, 2020 10:25:11;B
5;Student10;cutlery@abc.se;Feb 17, 2020 10:25:30;A
5;Student11;tablemat@abc.se;Feb 17, 2020 10:26:21;A
5;Student12;candle@abc.se;Feb 17, 2020 10:25:23;B
5;Student13;candle_holder@abc.se;Feb 17, 2020 10:25:17;B
5;Student14;kettle@abc.se;Feb 17, 2020 10:25:11;B
5;Student15;jar@abc.se;Feb 17, 2020 10:26:13;B
5;Student16;jug@abc.se;Feb 17, 2020 10:25:14;B
5;Student17;wipe@abc.se;Feb 17, 2020 10:25:26;B
5;Student18;flower@abc.se;Feb 17, 2020 10:25:33;A
5;Student19;pan@abc.se;Feb 17, 2020 10:25:54;B
5;Student20;lid@abc.se;Feb 17, 2020 10:25:32;A
5;Student21;brush@abc.se;Feb 17, 2020 10:25:41;B
5;Student22;soap@abc.se;Feb 17, 2020 10:25:23;B
5;Student23;dishes@abc.se;Feb 17, 2020 10:25:15;B
5;Student24;dish_washer@abc.se;Feb 17, 2020 10:25:12;B
5;Student25;handsoap@abc.se;Feb 17, 2020 10:25:42;B
5;Student26;sink@abc.se;Feb 17, 2020 10:25:17;B
5;Student27;tap@abc.se;Feb 17, 2020 10:26:03;A
9;Student1;table@abc.se;Feb 17, 2020 10:38:58;A
9;Student2;chair@abc.se;Feb 17, 2020 10:38:52;D
9;Student3;spoon@abc.se;Feb 17, 2020 10:39:21;C
9;Student4;plate@abc.se;Feb 17, 2020 10:38:57;D
9;Student5;fork@abc.se;Feb 17, 2020 10:37:45;A
9;Student6;knife@abc.se;Feb 17, 2020 10:38:50;A
9;Student7;saucer@abc.se;Feb 17, 2020 10:38:03;A
9;Student8;glass@abc.se;Feb 17, 2020 10:39:22;C
9;Student9;chopsticks@abc.se;Feb 17, 2020 10:38:06;A
9;Student10;cutlery@abc.se;Feb 17, 2020 10:39:08;A
9;Student11;tablemat@abc.se;Feb 17, 2020 10:38:39;D
9;Student12;candle@abc.se;Feb 17, 2020 10:38:02;A
9;Student13;candle_holder@abc.se;Feb 17, 2020 10:38:32;A
9;Student14;kettle@abc.se;Feb 17, 2020 10:38:12;A
9;Student15;jar@abc.se;Feb 17, 2020 10:39:02;A
9;Student16;jug@abc.se;Feb 17, 2020 10:37:44;A
9;Student17;wipe@abc.se;Feb 17, 2020 10:39:38;A
9;Student18;flower@abc.se;Feb 17, 2020 10:38:27;A
9;Student19;pan@abc.se;Feb 17, 2020 10:39:16;D
9;Student20;lid@abc.se;Feb 17, 2020 10:37:53;A
9;Student21;brush@abc.se;Feb 17, 2020 10:38:32;A
9;Student22;soap@abc.se;Feb 17, 2020 10:39:16;D
9;Student23;dishes@abc.se;Feb 17, 2020 10:39:41;A
9;Student24;dish_washer@abc.se;Feb 17, 2020 10:38:20;A
9;Student25;handsoap@abc.se;Feb 17, 2020 10:39:03;A
9;Student26;sink@abc.se;Feb 17, 2020 10:38:25;A
9;Student27;tap@abc.se;Feb 17, 2020 10:39:07;A
1;Student1;table@abc.se;Feb 17, 2020 10:15:27;C
1;Student2;chair@abc.se;Feb 17, 2020 10:15:21;C
1;Student3;spoon@abc.se;Feb 17, 2020 10:15:26;C
1;Student4;plate@abc.se;Feb 17, 2020 10:15:24;C
1;Student5;fork@abc.se;Feb 17, 2020 10:15:25;C
1;Student6;knife@abc.se;Feb 17, 2020 10:15:28;B
1;Student7;saucer@abc.se;Feb 17, 2020 10:15:21;C
1;Student8;glass@abc.se;Feb 17, 2020 10:15:19;C
1;Student9;chopsticks@abc.se;Feb 17, 2020 10:15:24;C
1;Student10;cutlery@abc.se;Feb 17, 2020 10:15:23;C
1;Student11;tablemat@abc.se;Feb 17, 2020 10:15:26;C
1;Student12;candle@abc.se;Feb 17, 2020 10:15:41;C
1;Student13;candle_holder@abc.se;Feb 17, 2020 10:15:24;C
1;Student14;kettle@abc.se;Feb 17, 2020 10:15:21;C
1;Student15;jar@abc.se;Feb 17, 2020 10:15:32;C
1;Student16;jug@abc.se;Feb 17, 2020 10:15:28;C
1;Student17;wipe@abc.se;Feb 17, 2020 10:15:20;C
1;Student18;flower@abc.se;Feb 17, 2020 10:15:25;C
1;Student19;pan@abc.se;Feb 17, 2020 10:15:23;C
1;Student20;lid@abc.se;Feb 17, 2020 10:15:22;C
1;Student21;brush@abc.se;Feb 17, 2020 10:15:23;C
1;Student22;soap@abc.se;Feb 17, 2020 10:15:21;C
1;Student23;dishes@abc.se;Feb 17, 2020 10:15:21;C
1;Student24;dish_washer@abc.se;Feb 17, 2020 10:15:22;C
1;Student25;handsoap@abc.se;Feb 17, 2020 10:15:21;C
1;Student26;sink@abc.se;Feb 17, 2020 10:15:21;C
1;Student27;tap@abc.se;Feb 17, 2020 10:15:33;B
14;Student1;table@abc.se;Feb 17, 2020 10:56:16;A
14;Student2;chair@abc.se;Feb 17, 2020 10:55:45;A
14;Student3;spoon@abc.se;Feb 17, 2020 10:56:47;A
14;Student4;plate@abc.se;Feb 17, 2020 10:56:36;B
14;Student5;fork@abc.se;Feb 17, 2020 10:55:55;B
14;Student6;knife@abc.se;Feb 17, 2020 10:55:48;B
14;Student7;saucer@abc.se;Feb 17, 2020 10:56:09;B
14;Student8;glass@abc.se;Feb 17, 2020 10:55:48;A
14;Student9;chopsticks@abc.se;Feb 17, 2020 10:55:58;B
14;Student10;cutlery@abc.se;Feb 17, 2020 10:56:20;A
14;Student11;tablemat@abc.se;Feb 17, 2020 10:56:13;A
14;Student12;candle@abc.se;Feb 17, 2020 10:56:05;B
14;Student13;candle_holder@abc.se;Feb 17, 2020 10:56:41;B
14;Student14;kettle@abc.se;Feb 17, 2020 10:55:43;A
14;Student15;jar@abc.se;Feb 17, 2020 10:56:31;A
14;Student16;jug@abc.se;Feb 17, 2020 10:55:54;B
14;Student17;wipe@abc.se;Feb 17, 2020 10:56:54;B
14;Student18;flower@abc.se;Feb 17, 2020 10:56:44;A
14;Student19;pan@abc.se;Feb 17, 2020 10:56:26;B
14;Student20;lid@abc.se;Feb 17, 2020 10:56:07;B
14;Student21;brush@abc.se;Feb 17, 2020 10:56:30;B
14;Student22;soap@abc.se;Feb 17, 2020 10:56:53;A
14;Student23;dishes@abc.se;Feb 17, 2020 10:55:47;A
14;Student24;dish_washer@abc.se;Feb 17, 2020 10:56:00;B
14;Student25;handsoap@abc.se;Feb 17, 2020 10:56:18;A
14;Student26;sink@abc.se;Feb 17, 2020 10:56:14;A
14;Student27;tap@abc.se;Feb 17, 2020 10:56:40;B
3;Student1;table@abc.se;Feb 17, 2020 10:21:27;A
3;Student2;chair@abc.se;Feb 17, 2020 10:21:26;C
3;Student3;spoon@abc.se;Feb 17, 2020 10:20:07;D
3;Student4;plate@abc.se;Feb 17, 2020 10:19:54;D
3;Student5;fork@abc.se;Feb 17, 2020 10:20:25;C
3;Student6;knife@abc.se;Feb 17, 2020 10:20:50;A
3;Student7;saucer@abc.se;Feb 17, 2020 10:19:46;D
3;Student8;glass@abc.se;Feb 17, 2020 10:20:05;C
3;Student9;chopsticks@abc.se;Feb 17, 2020 10:20:25;D
3;Student10;cutlery@abc.se;Feb 17, 2020 10:19:53;E
3;Student11;tablemat@abc.se;Feb 17, 2020 10:21:27;C
3;Student12;candle@abc.se;Feb 17, 2020 10:20:45;D
3;Student13;candle_holder@abc.se;Feb 17, 2020 10:19:38;E
3;Student14;kettle@abc.se;Feb 17, 2020 10:20:20;D
3;Student15;jar@abc.se;Feb 17, 2020 10:20:34;D
3;Student16;jug@abc.se;Feb 17, 2020 10:19:47;E
3;Student17;wipe@abc.se;Feb 17, 2020 10:20:31;E
3;Student18;flower@abc.se;Feb 17, 2020 10:19:54;E
3;Student19;pan@abc.se;Feb 17, 2020 10:20:53;E
3;Student20;lid@abc.se;Feb 17, 2020 10:20:54;E
3;Student21;brush@abc.se;Feb 17, 2020 10:20:20;E
3;Student22;soap@abc.se;Feb 17, 2020 10:21:06;D
3;Student23;dishes@abc.se;Feb 17, 2020 10:21:25;D
3;Student24;dish_washer@abc.se;Feb 17, 2020 10:20:03;E
3;Student25;handsoap@abc.se;Feb 17, 2020 10:20:17;D
3;Student26;sink@abc.se;Feb 17, 2020 10:20:29;E
3;Student27;tap@abc.se;Feb 17, 2020 10:19:59;D
6;Student1;table@abc.se;Feb 17, 2020 10:29:46;E
6;Student2;chair@abc.se;Feb 17, 2020 10:29:50;E
6;Student3;spoon@abc.se;Feb 17, 2020 10:29:49;E
6;Student4;plate@abc.se;Feb 17, 2020 10:29:53;E
6;Student5;fork@abc.se;Feb 17, 2020 10:29:49;E
6;Student6;knife@abc.se;Feb 17, 2020 10:29:51;D
6;Student7;saucer@abc.se;Feb 17, 2020 10:29:46;D
6;Student8;glass@abc.se;Feb 17, 2020 10:29:47;E
6;Student9;chopsticks@abc.se;Feb 17, 2020 10:29:47;E
6;Student10;cutlery@abc.se;Feb 17, 2020 10:29:53;E
6;Student11;tablemat@abc.se;Feb 17, 2020 10:29:50;E
6;Student12;candle@abc.se;Feb 17, 2020 10:29:49;E
6;Student13;candle_holder@abc.se;Feb 17, 2020 10:29:49;E
6;Student14;kettle@abc.se;Feb 17, 2020 10:29:46;E
6;Student15;jar@abc.se;Feb 17, 2020 10:30:23;B
6;Student16;jug@abc.se;Feb 17, 2020 10:29:48;E
6;Student17;wipe@abc.se;Feb 17, 2020 10:29:58;E
6;Student18;flower@abc.se;Feb 17, 2020 10:29:59;E
6;Student19;pan@abc.se;Feb 17, 2020 10:29:46;E
6;Student20;lid@abc.se;Feb 17, 2020 10:29:46;D
6;Student21;brush@abc.se;Feb 17, 2020 10:30:05;D
6;Student22;soap@abc.se;Feb 17, 2020 10:29:53;E
6;Student23;dishes@abc.se;Feb 17, 2020 10:29:53;D
6;Student24;dish_washer@abc.se;Feb 17, 2020 10:30:19;D
6;Student25;handsoap@abc.se;Feb 17, 2020 10:30:22;E
6;Student26;sink@abc.se;Feb 17, 2020 10:29:49;E
6;Student27;tap@abc.se;Feb 17, 2020 10:30:17;C
18;Student1;table@abc.se;Feb 17, 2020 11:22:35;B
18;Student2;chair@abc.se;Feb 17, 2020 11:23:29;A
18;Student3;spoon@abc.se;Feb 17, 2020 11:20:16;A
18;Student4;plate@abc.se;Feb 17, 2020 11:20:53;A
18;Student5;fork@abc.se;Feb 17, 2020 11:19:32;B
18;Student6;knife@abc.se;Feb 17, 2020 11:21:22;A
18;Student7;saucer@abc.se;Feb 17, 2020 11:18:34;A
18;Student8;glass@abc.se;Feb 17, 2020 11:20:14;B
18;Student9;chopsticks@abc.se;Feb 17, 2020 11:18:31;A
18;Student10;cutlery@abc.se;Feb 17, 2020 11:18:35;A
18;Student11;tablemat@abc.se;Feb 17, 2020 11:23:30;A
18;Student12;candle@abc.se;Feb 17, 2020 11:18:26;A
18;Student13;candle_holder@abc.se;Feb 17, 2020 11:19:40;A
18;Student14;kettle@abc.se;Feb 17, 2020 11:18:12;A
18;Student15;jar@abc.se;Feb 17, 2020 11:24:13;C
18;Student16;jug@abc.se;Feb 17, 2020 11:18:39;A
18;Student17;wipe@abc.se;Feb 17, 2020 11:21:46;A
18;Student18;flower@abc.se;Feb 17, 2020 11:18:34;A
18;Student19;pan@abc.se;Feb 17, 2020 11:19:33;A
18;Student20;lid@abc.se;Feb 17, 2020 11:20:09;A
18;Student21;brush@abc.se;Feb 17, 2020 11:22:00;A
18;Student22;soap@abc.se;Feb 17, 2020 11:20:00;A
18;Student24;dish_washer@abc.se;Feb 17, 2020 11:20:44;A
18;Student25;handsoap@abc.se;Feb 17, 2020 11:23:59;C
18;Student26;sink@abc.se;Feb 17, 2020 11:18:37;A
18;Student27;tap@abc.se;Feb 17, 2020 11:24:44;B
10;Student1;table@abc.se;Feb 17, 2020 10:42:05;A
10;Student2;chair@abc.se;Feb 17, 2020 10:43:02;A
10;Student3;spoon@abc.se;Feb 17, 2020 10:43:05;D
10;Student4;plate@abc.se;Feb 17, 2020 10:42:01;D
10;Student5;fork@abc.se;Feb 17, 2020 10:41:18;D
10;Student6;knife@abc.se;Feb 17, 2020 10:42:53;D
10;Student7;saucer@abc.se;Feb 17, 2020 10:40:58;D
10;Student8;glass@abc.se;Feb 17, 2020 10:40:56;A
10;Student9;chopsticks@abc.se;Feb 17, 2020 10:41:33;D
10;Student10;cutlery@abc.se;Feb 17, 2020 10:41:54;B
10;Student11;tablemat@abc.se;Feb 17, 2020 10:43:06;A
10;Student12;candle@abc.se;Feb 17, 2020 10:40:58;D
10;Student13;candle_holder@abc.se;Feb 17, 2020 10:41:35;D
10;Student14;kettle@abc.se;Feb 17, 2020 10:40:43;D
10;Student15;jar@abc.se;Feb 17, 2020 10:41:29;D
10;Student16;jug@abc.se;Feb 17, 2020 10:40:53;D
10;Student17;wipe@abc.se;Feb 17, 2020 10:42:55;A
10;Student18;flower@abc.se;Feb 17, 2020 10:42:23;B
10;Student19;pan@abc.se;Feb 17, 2020 10:42:59;A
10;Student20;lid@abc.se;Feb 17, 2020 10:41:04;D
10;Student21;brush@abc.se;Feb 17, 2020 10:41:43;D
10;Student22;soap@abc.se;Feb 17, 2020 10:42:30;D
10;Student23;dishes@abc.se;Feb 17, 2020 10:42:06;A
10;Student24;dish_washer@abc.se;Feb 17, 2020 10:43:05;C
10;Student25;handsoap@abc.se;Feb 17, 2020 10:42:09;D
10;Student26;sink@abc.se;Feb 17, 2020 10:41:50;D
10;Student27;tap@abc.se;Feb 17, 2020 10:43:11;B
17;Student1;table@abc.se;Feb 17, 2020 11:15:43;B
17;Student2;chair@abc.se;Feb 17, 2020 11:15:18;B
17;Student3;spoon@abc.se;Feb 17, 2020 11:15:19;B
17;Student4;plate@abc.se;Feb 17, 2020 11:15:28;B
17;Student5;fork@abc.se;Feb 17, 2020 11:16:06;B
17;Student6;knife@abc.se;Feb 17, 2020 11:16:06;A
17;Student7;saucer@abc.se;Feb 17, 2020 11:15:21;B
17;Student8;glass@abc.se;Feb 17, 2020 11:15:54;B
17;Student9;chopsticks@abc.se;Feb 17, 2020 11:16:31;B
17;Student10;cutlery@abc.se;Feb 17, 2020 11:15:55;B
17;Student11;tablemat@abc.se;Feb 17, 2020 11:15:21;B
17;Student12;candle@abc.se;Feb 17, 2020 11:17:02;C
17;Student13;candle_holder@abc.se;Feb 17, 2020 11:15:07;B
17;Student14;kettle@abc.se;Feb 17, 2020 11:15:33;B
17;Student15;jar@abc.se;Feb 17, 2020 11:15:22;B
17;Student16;jug@abc.se;Feb 17, 2020 11:15:12;B
17;Student17;wipe@abc.se;Feb 17, 2020 11:15:12;B
17;Student18;flower@abc.se;Feb 17, 2020 11:15:56;B
17;Student19;pan@abc.se;Feb 17, 2020 11:15:38;D
17;Student20;lid@abc.se;Feb 17, 2020 11:15:29;B
17;Student21;brush@abc.se;Feb 17, 2020 11:15:09;B
17;Student22;soap@abc.se;Feb 17, 2020 11:16:01;B
17;Student23;dishes@abc.se;Feb 17, 2020 11:16:24;E
